dt,tile_id,pixel,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,year_no
2017-04-25T07:56:11Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-04-25T07:56:11Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-04-22T07:49:41Z,35KQR,0,4,3,1,1,2,1,2,1,2,244,0
2017-04-22T07:49:41Z,35KQR,1,3,2,1,1,1,1,1,1,1,246,0
2017-04-22T07:49:41Z,35KQR,2,2,2,1,1,1,1,1,1,1,249,0
2017-04-22T07:49:41Z,35KQR,3,2,1,1,1,1,1,1,1,1,250,0
2017-04-22T07:49:41Z,35KQR,4,2,1,1,1,1,1,1,1,1,251,0
2017-04-22T07:49:41Z,35KQR,5,4,3,1,1,2,1,1,1,2,244,0
2017-04-22T07:49:41Z,35KQR,6,3,2,1,1,1,1,1,1,1,247,0
2017-04-22T07:49:41Z,35KQR,7,2,2,1,1,1,1,1,1,1,249,0
2017-04-22T07:49:41Z,35KQR,8,2,1,1,1,1,1,1,1,1,250,0
2017-04-22T07:49:41Z,35KQR,9,2,1,1,1,1,1,1,1,1,251,0
2017-04-15T08:00:01Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-04-15T08:00:01Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-04-12T07:46:11Z,35KQR,0,2,2,18,3,133,75,2,23,1,1,0
2017-04-12T07:46:11Z,35KQR,1,1,2,16,3,152,60,2,22,1,1,0
2017-04-12T07:46:11Z,35KQR,2,2,2,15,2,151,61,2,23,1,1,0
2017-04-12T07:46:11Z,35KQR,3,2,2,14,3,145,68,2,22,1,1,0
2017-04-12T07:46:11Z,35KQR,4,2,3,15,4,135,78,2,19,1,1,0
2017-04-12T07:46:11Z,35KQR,5,2,2,19,3,134,74,2,22,1,1,0
2017-04-12T07:46:11Z,35KQR,6,1,2,16,3,155,58,3,21,1,1,0
2017-04-12T07:46:11Z,35KQR,7,2,2,15,3,152,60,3,23,1,1,0
2017-04-12T07:46:11Z,35KQR,8,2,2,14,3,146,67,3,22,1,1,0
2017-04-12T07:46:11Z,35KQR,9,2,3,15,4,136,77,2,18,1,1,0
2017-04-05T07:56:11Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-04-05T07:56:11Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-04-02T07:49:31Z,35KQR,0,20,9,6,28,13,49,9,18,4,100,0
2017-04-02T07:49:31Z,35KQR,1,20,8,6,28,11,46,8,19,4,107,0
2017-04-02T07:49:31Z,35KQR,2,20,8,6,28,9,43,6,19,4,114,0
2017-04-02T07:49:31Z,35KQR,3,21,8,6,29,8,39,6,19,4,118,0
2017-04-02T07:49:31Z,35KQR,4,19,8,6,31,7,35,5,16,4,127,0
2017-04-02T07:49:31Z,35KQR,5,21,10,7,29,14,53,8,17,4,95,0
2017-04-02T07:49:31Z,35KQR,6,21,9,6,28,12,49,7,18,4,103,0
2017-04-02T07:49:31Z,35KQR,7,21,8,6,27,10,46,6,19,4,110,0
2017-04-02T07:49:31Z,35KQR,8,21,8,6,29,9,44,6,19,4,111,0
2017-04-02T07:49:31Z,35KQR,9,20,8,7,31,8,42,5,20,4,112,0
2017-03-23T07:46:01Z,35KQR,0,1,1,1,1,1,1,1,2,2,250,0
2017-03-23T07:46:01Z,35KQR,1,1,1,1,1,1,1,1,2,2,250,0
2017-03-23T07:46:01Z,35KQR,2,1,1,1,1,1,1,1,2,2,250,0
2017-03-23T07:46:01Z,35KQR,3,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,4,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,5,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,6,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,7,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,8,1,1,1,1,1,1,1,2,2,251,0
2017-03-23T07:46:01Z,35KQR,9,1,1,1,1,1,1,1,2,2,251,0
2017-03-16T07:56:51Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-03-16T07:56:51Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-03-13T07:49:31Z,35KQR,0,1,5,7,1,25,205,1,13,1,1,0
2017-03-13T07:49:31Z,35KQR,1,1,4,7,1,35,193,1,16,1,1,0
2017-03-13T07:49:31Z,35KQR,2,1,3,6,1,41,186,1,18,1,1,0
2017-03-13T07:49:31Z,35KQR,3,1,4,6,2,43,182,1,18,1,1,0
2017-03-13T07:49:31Z,35KQR,4,2,6,10,2,48,174,1,14,1,1,0
2017-03-13T07:49:31Z,35KQR,5,1,5,7,1,23,207,1,14,1,1,0
2017-03-13T07:49:31Z,35KQR,6,1,4,7,1,33,195,1,16,1,1,0
2017-03-13T07:49:31Z,35KQR,7,1,3,6,1,39,188,1,18,1,1,0
2017-03-13T07:49:31Z,35KQR,8,1,4,7,2,41,183,1,18,1,1,0
2017-03-13T07:49:31Z,35KQR,9,2,6,10,2,46,176,1,14,1,1,0
2017-03-03T07:48:21Z,35KQR,0,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,1,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,2,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,3,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,4,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,5,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,6,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,7,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,8,1,1,1,1,1,1,1,1,1,254,0
2017-03-03T07:48:21Z,35KQR,9,1,1,1,1,1,1,1,1,1,254,0
2017-02-14T08:00:21Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-02-14T08:00:21Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-02-11T07:50:31Z,35KQR,0,2,4,3,4,2,8,2,5,4,225,0
2017-02-11T07:50:31Z,35KQR,1,2,4,2,4,2,9,2,5,4,224,0
2017-02-11T07:50:31Z,35KQR,2,2,4,2,4,2,8,2,5,4,226,0
2017-02-11T07:50:31Z,35KQR,3,2,4,2,4,2,7,2,5,3,229,0
2017-02-11T07:50:31Z,35KQR,4,2,4,2,4,2,6,2,4,3,231,0
2017-02-11T07:50:31Z,35KQR,5,2,4,3,4,2,9,2,4,3,225,0
2017-02-11T07:50:31Z,35KQR,6,2,4,2,4,2,9,2,5,3,226,0
2017-02-11T07:50:31Z,35KQR,7,2,4,2,3,2,8,2,5,3,229,0
2017-02-11T07:50:31Z,35KQR,8,2,3,2,3,2,7,1,4,3,233,0
2017-02-11T07:50:31Z,35KQR,9,2,4,2,3,1,5,1,3,3,235,0
2017-02-01T07:51:31Z,35KQR,0,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,1,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,2,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,3,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,4,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,5,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,6,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,7,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,8,1,1,1,1,1,1,1,1,1,254,0
2017-02-01T07:51:31Z,35KQR,9,1,1,1,1,1,1,1,1,1,254,0
2017-01-25T08:02:11Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2017-01-25T08:02:11Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2017-01-12T07:52:51Z,35KQR,0,15,39,15,10,6,89,2,10,3,70,0
2017-01-12T07:52:51Z,35KQR,1,14,35,12,9,6,93,2,11,3,72,0
2017-01-12T07:52:51Z,35KQR,2,13,32,10,8,6,98,2,12,3,74,0
2017-01-12T07:52:51Z,35KQR,3,11,30,9,8,6,104,2,14,3,72,0
2017-01-12T07:52:51Z,35KQR,4,9,29,9,7,5,111,2,15,4,68,0
2017-01-12T07:52:51Z,35KQR,5,17,40,14,10,6,86,2,9,3,72,0
2017-01-12T07:52:51Z,35KQR,6,15,37,12,9,6,90,2,11,3,74,0
2017-01-12T07:52:51Z,35KQR,7,13,36,10,8,6,95,2,11,3,75,0
2017-01-12T07:52:51Z,35KQR,8,10,33,10,7,6,101,2,12,3,74,0
2017-01-12T07:52:51Z,35KQR,9,8,29,9,6,5,109,2,14,4,73,0
2017-01-02T07:53:22Z,35KQR,0,1,1,1,1,1,1,1,2,1,252,0
2017-01-02T07:53:22Z,35KQR,1,1,1,1,1,1,1,1,2,1,252,0
2017-01-02T07:53:22Z,35KQR,2,1,1,1,1,1,1,1,1,1,252,0
2017-01-02T07:53:22Z,35KQR,3,1,1,1,1,1,1,1,1,1,252,0
2017-01-02T07:53:22Z,35KQR,4,1,1,1,1,1,1,1,1,1,253,0
2017-01-02T07:53:22Z,35KQR,5,1,1,1,1,1,1,1,2,1,252,0
2017-01-02T07:53:22Z,35KQR,6,1,1,1,1,1,1,1,2,1,252,0
2017-01-02T07:53:22Z,35KQR,7,1,1,1,1,1,1,1,2,1,252,0
2017-01-02T07:53:22Z,35KQR,8,1,1,1,1,1,1,1,1,1,252,0
2017-01-02T07:53:22Z,35KQR,9,1,1,1,1,1,1,1,1,2,252,0
2016-12-23T07:53:32Z,35KQR,0,2,19,2,1,11,218,1,4,1,1,0
2016-12-23T07:53:32Z,35KQR,1,1,15,2,1,12,219,1,5,1,1,0
2016-12-23T07:53:32Z,35KQR,2,1,13,2,1,14,218,1,7,1,1,0
2016-12-23T07:53:32Z,35KQR,3,2,12,2,1,15,217,1,7,1,1,0
2016-12-23T07:53:32Z,35KQR,4,2,14,3,2,19,211,1,6,1,1,0
2016-12-23T07:53:32Z,35KQR,5,2,18,2,1,9,220,1,4,1,1,0
2016-12-23T07:53:32Z,35KQR,6,2,15,2,1,11,220,1,5,1,1,0
2016-12-23T07:53:32Z,35KQR,7,2,13,2,1,12,220,1,7,1,1,0
2016-12-23T07:53:32Z,35KQR,8,2,12,2,1,13,219,1,7,1,1,0
2016-12-23T07:53:32Z,35KQR,9,2,13,3,2,18,213,1,6,1,1,0
2016-12-03T07:53:02Z,35KQR,0,16,7,1,1,2,54,3,24,3,146,0
2016-12-03T07:53:02Z,35KQR,1,15,6,1,1,3,52,3,26,3,148,0
2016-12-03T07:53:02Z,35KQR,2,13,5,1,1,3,48,3,25,3,156,0
2016-12-03T07:53:02Z,35KQR,3,11,4,1,1,3,47,3,24,3,161,0
2016-12-03T07:53:02Z,35KQR,4,8,4,1,1,3,47,3,19,3,171,0
2016-12-03T07:53:02Z,35KQR,5,15,7,1,1,3,46,3,24,4,154,0
2016-12-03T07:53:02Z,35KQR,6,14,5,1,1,3,44,3,25,4,157,0
2016-12-03T07:53:02Z,35KQR,7,12,4,1,1,3,41,3,24,4,164,0
2016-12-03T07:53:02Z,35KQR,8,11,4,1,1,3,40,3,23,3,168,0
2016-12-03T07:53:02Z,35KQR,9,7,4,1,1,3,43,3,19,3,175,0
2016-11-23T07:52:32Z,35KQR,0,1,1,1,1,1,151,1,102,1,1,0
2016-11-23T07:52:32Z,35KQR,1,1,1,1,1,1,150,1,102,1,1,0
2016-11-23T07:52:32Z,35KQR,2,1,1,1,1,1,153,1,98,1,1,0
2016-11-23T07:52:32Z,35KQR,3,1,1,1,1,2,161,1,90,1,1,0
2016-11-23T07:52:32Z,35KQR,4,1,2,1,1,2,178,1,72,1,1,0
2016-11-23T07:52:32Z,35KQR,5,1,1,1,1,1,150,1,103,1,1,0
2016-11-23T07:52:32Z,35KQR,6,1,1,1,1,1,148,1,103,1,1,0
2016-11-23T07:52:32Z,35KQR,7,1,1,1,1,2,150,1,101,1,1,0
2016-11-23T07:52:32Z,35KQR,8,1,2,1,1,2,155,1,94,1,1,0
2016-11-23T07:52:32Z,35KQR,9,1,2,1,1,2,173,1,76,1,1,0
2016-11-06T08:01:22Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2016-11-06T08:01:22Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2016-10-27T08:00:22Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2016-10-24T07:50:02Z,35KQR,0,1,1,1,1,1,1,1,2,2,251,0
2016-10-24T07:50:02Z,35KQR,1,1,1,1,1,1,1,1,2,2,251,0
2016-10-24T07:50:02Z,35KQR,2,1,1,1,1,1,1,1,2,2,250,0
2016-10-24T07:50:02Z,35KQR,3,1,1,1,1,1,1,1,2,2,250,0
2016-10-24T07:50:02Z,35KQR,4,1,1,1,1,1,1,1,2,2,250,0
2016-10-24T07:50:02Z,35KQR,5,1,1,1,1,1,1,1,2,2,250,0
2016-10-24T07:50:02Z,35KQR,6,1,1,1,1,1,1,1,2,2,251,0
2016-10-24T07:50:02Z,35KQR,7,1,1,1,1,1,1,1,2,2,250,0
2016-10-24T07:50:02Z,35KQR,8,1,1,1,1,1,1,1,2,2,251,0
2016-10-24T07:50:02Z,35KQR,9,1,1,1,1,1,1,1,2,2,251,0
2016-10-17T07:59:22Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2016-10-17T07:59:22Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2016-10-07T08:00:02Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2016-10-04T07:47:42Z,35KQR,0,1,3,1,1,4,210,1,36,1,1,0
2016-10-04T07:47:42Z,35KQR,1,1,3,1,1,6,206,1,37,1,1,0
2016-10-04T07:47:42Z,35KQR,2,1,3,2,1,8,202,2,39,1,1,0
2016-10-04T07:47:42Z,35KQR,3,1,3,2,2,11,200,3,36,1,1,0
2016-10-04T07:47:42Z,35KQR,4,2,4,3,2,19,194,4,29,1,1,0
2016-10-04T07:47:42Z,35KQR,5,1,3,1,1,4,211,1,35,1,1,0
2016-10-04T07:47:42Z,35KQR,6,1,3,1,1,6,207,2,36,1,1,0
2016-10-04T07:47:42Z,35KQR,7,1,3,2,2,8,202,2,38,1,1,0
2016-10-04T07:47:42Z,35KQR,8,2,3,2,2,11,200,3,35,1,1,0
2016-10-04T07:47:42Z,35KQR,9,3,4,3,2,20,194,5,27,1,1,0
2016-09-27T07:57:02Z,35KQR,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,1,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,2,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,3,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,4,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,5,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,6,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,7,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,8,0,0,0,0,0,0,0,0,0,0,0
2016-09-27T07:57:02Z,35KQR,9,0,0,0,0,0,0,0,0,0,0,0
2016-09-24T07:49:32Z,35KQR,0,1,6,1,1,3,226,1,18,1,1,0
2016-09-24T07:49:32Z,35KQR,1,1,6,1,1,4,224,1,20,1,1,0
2016-09-24T07:49:32Z,35KQR,2,1,6,1,1,5,221,1,21,1,1,0
2016-09-24T07:49:32Z,35KQR,3,1,7,2,1,6,220,1,19,1,1,0
2016-09-24T07:49:32Z,35KQR,4,1,10,2,1,9,220,1,14,1,1,0
2016-09-24T07:49:32Z,35KQR,5,2,6,1,1,2,228,1,17,1,1,0
2016-09-24T07:49:32Z,35KQR,6,1,6,1,1,3,225,1,19,1,1,0
2016-09-24T07:49:32Z,35KQR,7,1,6,1,1,5,222,1,20,1,1,0
2016-09-24T07:49:32Z,35KQR,8,1,7,2,1,6,220,1,20,1,1,0
2016-09-24T07:49:32Z,35KQR,9,1,10,2,1,8,219,1,14,1,1,0
